# 流源IP 目的IP 优先级pg 目的端口 数据量(Bytes) 流开始时间(s)
# src 		dst 	pg    		dport  	 size				start_time
10271
4 115 3 100 52 2.000005418
7 125 3 100 151995 2.000005423
8 127 3 100 5425 2.000005450
7 114 3 100 267 2.000005543
5 116 3 100 450 2.000005575
0 124 3 100 198 2.000005654
14 116 3 100 1 2.000005655
6 116 3 100 85 2.000005693
6 119 3 100 388 2.000005743
7 116 3 100 187 2.000005743
12 124 3 100 1 2.000005782
10 116 3 100 153 2.000005795
5 126 3 100 78 2.000005895
7 121 3 100 456 2.000005998
10 112 3 100 56 2.000006069
14 113 3 100 69 2.000006165
15 115 3 100 302 2.000006198
5 121 3 100 92 2.000006383
5 118 3 100 1211 2.000006399
12 120 3 100 114 2.000006412
5 121 3 100 101 2.000006434
3 112 3 100 159 2.000006479
7 122 3 100 447 2.000006534
15 121 3 100 191 2.000006577
13 123 3 100 36 2.000006659
10 126 3 100 149 2.000006682
0 122 3 100 353 2.000006783
7 120 3 100 58 2.000006810
2 116 3 100 77 2.000006901
0 121 3 100 365 2.000006911
6 112 3 100 181 2.000007027
0 123 3 100 508 2.000007110
9 116 3 100 307 2.000007166
8 125 3 100 1 2.000007188
1 124 3 100 1 2.000007229
4 122 3 100 103 2.000007253
8 124 3 100 422 2.000007260
4 127 3 100 165 2.000007267
0 126 3 100 464 2.000007308
0 122 3 100 335 2.000007338
8 116 3 100 3228 2.000007391
9 119 3 100 450 2.000007451
15 125 3 100 187 2.000007470
2 127 3 100 106 2.000007633
12 114 3 100 495 2.000007647
8 112 3 100 1 2.000007690
9 116 3 100 43 2.000007695
7 119 3 100 185 2.000007764
10 114 3 100 4 2.000007954
10 127 3 100 592 2.000008129
0 115 3 100 488 2.000008201
5 125 3 100 84 2.000008285
10 118 3 100 327 2.000008288
9 115 3 100 480 2.000008435
8 124 3 100 89 2.000008512
12 122 3 100 505 2.000008550
6 126 3 100 2 2.000008567
2 127 3 100 2 2.000008809
11 116 3 100 203 2.000008844
1 114 3 100 198 2.000008858
9 120 3 100 111 2.000008954
6 114 3 100 178 2.000008963
10 112 3 100 286 2.000008975
15 121 3 100 380 2.000008991
8 119 3 100 87 2.000009073
7 112 3 100 139 2.000009100
15 119 3 100 419 2.000009106
11 116 3 100 134 2.000009121
14 127 3 100 918 2.000009154
12 120 3 100 735 2.000009178
10 119 3 100 1726 2.000009238
12 120 3 100 470 2.000009374
11 122 3 100 24 2.000009381
0 112 3 100 128 2.000009542
6 119 3 100 476 2.000009608
7 121 3 100 105 2.000009676
1 125 3 100 2568 2.000009750
2 123 3 100 40 2.000009754
15 122 3 100 401 2.000009775
0 113 3 100 414 2.000009777
11 113 3 100 821 2.000009876
6 118 3 100 34657 2.000009900
7 117 3 100 51 2.000009901
8 119 3 100 141 2.000009997
6 114 3 100 174 2.000010007
5 112 3 100 36 2.000010013
10 122 3 100 308 2.000010031
14 119 3 100 615 2.000010056
1 123 3 100 455 2.000010107
2 115 3 100 221 2.000010110
10 126 3 100 167 2.000010137
6 125 3 100 108 2.000010151
0 122 3 100 10 2.000010175
10 123 3 100 163 2.000010418
15 122 3 100 289 2.000010465
1 123 3 100 116 2.000010522
7 115 3 100 78 2.000010524
0 126 3 100 369 2.000010605
1 120 3 100 1 2.000010666
2 123 3 100 207 2.000010708
2 112 3 100 205 2.000010738
14 112 3 100 43 2.000010881
15 117 3 100 347 2.000010966
3 125 3 100 138 2.000011007
14 121 3 100 79 2.000011110
15 117 3 100 4977 2.000011146
0 125 3 100 1 2.000011154
13 114 3 100 49 2.000011160
15 122 3 100 143 2.000011180
4 118 3 100 362 2.000011219
13 127 3 100 330 2.000011223
7 116 3 100 411 2.000011415
0 120 3 100 262 2.000011553
1 124 3 100 238 2.000011564
15 122 3 100 77 2.000011570
2 123 3 100 122 2.000011641
7 125 3 100 37 2.000011862
11 116 3 100 47 2.000011892
1 121 3 100 12767 2.000011938
6 125 3 100 67 2.000011957
5 114 3 100 408 2.000012021
15 123 3 100 291 2.000012166
15 116 3 100 221 2.000012339
4 125 3 100 136 2.000012381
8 123 3 100 82 2.000012446
11 119 3 100 94 2.000012455
2 125 3 100 752 2.000012459
14 112 3 100 137 2.000012481
9 124 3 100 1358 2.000012577
10 116 3 100 653 2.000012578
12 112 3 100 438 2.000012694
1 120 3 100 3196 2.000012747
4 126 3 100 20 2.000012754
9 112 3 100 71 2.000012761
5 112 3 100 74 2.000012872
4 126 3 100 494 2.000012883
1 125 3 100 72 2.000012920
0 125 3 100 264 2.000012953
6 127 3 100 185 2.000013002
13 119 3 100 1160 2.000013061
13 126 3 100 318 2.000013106
8 115 3 100 21 2.000013109
15 112 3 100 263 2.000013163
15 121 3 100 267 2.000013233
10 112 3 100 79 2.000013396
8 116 3 100 155 2.000013410
2 125 3 100 1551 2.000013526
8 119 3 100 171 2.000013548
4 113 3 100 68 2.000013642
1 113 3 100 1656 2.000013839
9 116 3 100 28 2.000013969
7 119 3 100 135 2.000013986
14 123 3 100 211 2.000014017
2 119 3 100 2479 2.000014067
1 118 3 100 88 2.000014069
11 113 3 100 19060 2.000014108
10 114 3 100 285 2.000014116
6 117 3 100 307 2.000014131
0 116 3 100 207 2.000014263
9 119 3 100 169 2.000014274
11 127 3 100 80 2.000014315
12 116 3 100 255 2.000014370
4 112 3 100 3106 2.000014409
13 119 3 100 112 2.000014558
11 112 3 100 141 2.000014596
15 125 3 100 150 2.000014676
0 112 3 100 5809 2.000014787
15 127 3 100 132 2.000014828
11 113 3 100 301 2.000014862
14 124 3 100 287 2.000014937
10 127 3 100 293 2.000015051
15 118 3 100 80 2.000015115
1 126 3 100 1669 2.000015133
0 114 3 100 292 2.000015272
4 127 3 100 154 2.000015276
6 125 3 100 540 2.000015320
2 125 3 100 262 2.000015347
7 118 3 100 602 2.000015375
4 119 3 100 328 2.000015557
15 115 3 100 334 2.000015625
15 117 3 100 130504 2.000015640
10 112 3 100 2 2.000015667
9 123 3 100 337 2.000015721
4 127 3 100 167 2.000015924
2 119 3 100 125 2.000015941
1 124 3 100 448 2.000015993
2 114 3 100 162 2.000016082
1 126 3 100 69 2.000016208
6 116 3 100 85 2.000016308
0 125 3 100 119 2.000016373
8 125 3 100 564 2.000016401
3 121 3 100 1081 2.000016462
13 125 3 100 600 2.000016500
13 123 3 100 376 2.000016567
3 124 3 100 163 2.000016574
7 120 3 100 1 2.000016637
4 118 3 100 17076 2.000016649
13 114 3 100 97 2.000016673
12 119 3 100 259 2.000016733
1 127 3 100 463 2.000016921
8 113 3 100 308 2.000016957
2 120 3 100 54 2.000017050
10 116 3 100 37 2.000017063
15 116 3 100 94 2.000017107
0 126 3 100 637 2.000017398
14 122 3 100 67 2.000017469
1 126 3 100 167 2.000017496
1 121 3 100 262 2.000017506
8 112 3 100 1004 2.000017506
15 125 3 100 87 2.000017529
8 118 3 100 17 2.000017582
1 122 3 100 430 2.000017635
13 115 3 100 74916 2.000017688
13 112 3 100 782 2.000017725
7 112 3 100 510 2.000017745
1 115 3 100 138 2.000017751
0 125 3 100 90 2.000017769
8 125 3 100 52 2.000017825
4 117 3 100 48 2.000017876
4 113 3 100 78 2.000017891
0 115 3 100 77 2.000017916
10 120 3 100 2163 2.000017953
4 118 3 100 329 2.000017955
8 122 3 100 430 2.000018036
9 124 3 100 351 2.000018059
3 120 3 100 251 2.000018179
4 116 3 100 442 2.000018238
0 127 3 100 88 2.000018305
4 116 3 100 22 2.000018326
12 122 3 100 712 2.000018342
5 122 3 100 495 2.000018363
2 116 3 100 101 2.000018389
8 120 3 100 394 2.000018439
15 126 3 100 31666 2.000018456
0 126 3 100 180 2.000018526
8 118 3 100 227 2.000018543
9 120 3 100 3569 2.000018563
0 113 3 100 68 2.000018620
15 121 3 100 1 2.000018655
5 125 3 100 66 2.000018759
10 120 3 100 259 2.000018784
12 114 3 100 405 2.000018933
0 125 3 100 175 2.000018949
1 121 3 100 145 2.000018969
13 119 3 100 160 2.000019052
12 113 3 100 467 2.000019065
0 113 3 100 1 2.000019075
9 117 3 100 295 2.000019075
14 123 3 100 75 2.000019178
8 113 3 100 65 2.000019342
0 123 3 100 425 2.000019377
7 127 3 100 78 2.000019408
8 115 3 100 318 2.000019474
15 113 3 100 494 2.000019501
2 118 3 100 321 2.000019503
7 121 3 100 38 2.000019576
5 115 3 100 60 2.000019596
8 115 3 100 492 2.000019600
9 118 3 100 107 2.000019663
3 119 3 100 123 2.000019720
11 125 3 100 293 2.000019723
6 115 3 100 294 2.000019774
7 119 3 100 1 2.000019777
10 113 3 100 4274 2.000019779
14 113 3 100 27 2.000019825
6 118 3 100 344 2.000020003
15 119 3 100 1 2.000020029
5 120 3 100 351 2.000020032
5 121 3 100 10 2.000020033
9 118 3 100 269 2.000020077
0 122 3 100 93 2.000020140
12 114 3 100 92 2.000020238
11 120 3 100 58 2.000020331
10 125 3 100 376 2.000020440
12 119 3 100 10273 2.000020462
4 119 3 100 3092 2.000020464
2 115 3 100 296 2.000020475
4 119 3 100 185 2.000020531
14 120 3 100 272 2.000020600
8 120 3 100 1 2.000020621
9 120 3 100 684 2.000020737
4 116 3 100 7 2.000020744
2 126 3 100 1466 2.000020823
0 126 3 100 2329 2.000021066
12 113 3 100 624 2.000021143
5 118 3 100 38 2.000021225
10 122 3 100 4 2.000021271
15 115 3 100 79 2.000021330
5 114 3 100 500 2.000021387
5 125 3 100 131 2.000021395
14 122 3 100 361 2.000021405
8 123 3 100 52 2.000021454
5 112 3 100 799 2.000021458
12 122 3 100 75 2.000021470
5 126 3 100 102 2.000021565
10 123 3 100 246 2.000021569
1 119 3 100 70 2.000021615
14 116 3 100 296 2.000021738
15 121 3 100 38 2.000021783
14 112 3 100 82 2.000021896
2 121 3 100 307 2.000021954
4 112 3 100 92 2.000022124
7 120 3 100 176 2.000022270
7 119 3 100 371 2.000022299
5 126 3 100 129 2.000022304
14 125 3 100 126 2.000022405
9 123 3 100 1667 2.000022439
6 125 3 100 427 2.000022448
13 119 3 100 65 2.000022471
8 122 3 100 353 2.000022498
2 117 3 100 255 2.000022535
1 114 3 100 132 2.000022578
15 127 3 100 374 2.000022587
4 120 3 100 50 2.000022855
9 122 3 100 1 2.000022866
3 120 3 100 426 2.000023083
3 115 3 100 375 2.000023128
7 124 3 100 418 2.000023197
12 119 3 100 632 2.000023271
12 118 3 100 359 2.000023355
12 124 3 100 95 2.000023522
6 121 3 100 219 2.000023529
6 112 3 100 365 2.000023529
9 124 3 100 1 2.000023606
13 123 3 100 43147 2.000023633
0 124 3 100 420 2.000023650
12 123 3 100 964 2.000023674
13 123 3 100 49 2.000023682
1 114 3 100 644 2.000023699
15 114 3 100 35 2.000023712
12 112 3 100 193 2.000023779
9 127 3 100 22699 2.000023964
13 120 3 100 22 2.000024007
8 122 3 100 173 2.000024013
1 124 3 100 38 2.000024034
7 120 3 100 4640 2.000024044
4 113 3 100 724 2.000024119
10 118 3 100 15 2.000024183
12 117 3 100 282 2.000024225
12 125 3 100 137 2.000024227
13 117 3 100 312 2.000024272
12 123 3 100 218 2.000024297
0 126 3 100 84 2.000024341
13 117 3 100 7639 2.000024381
1 121 3 100 126 2.000024427
10 115 3 100 427 2.000024464
1 113 3 100 144 2.000024540
1 123 3 100 630 2.000024613
11 122 3 100 61 2.000024613
15 118 3 100 287 2.000024622
14 116 3 100 214 2.000024689
0 121 3 100 337 2.000024782
1 115 3 100 78 2.000024868
4 120 3 100 307 2.000024902
8 115 3 100 181 2.000024944
5 122 3 100 608 2.000024957
3 113 3 100 351 2.000025001
12 115 3 100 29 2.000025021
2 121 3 100 219 2.000025049
8 115 3 100 78 2.000025136
12 112 3 100 323 2.000025158
0 116 3 100 76 2.000025185
5 114 3 100 711 2.000025356
7 122 3 100 238 2.000025375
6 113 3 100 85 2.000025435
14 115 3 100 291 2.000025485
3 116 3 100 77 2.000025513
6 122 3 100 65 2.000025526
13 115 3 100 108 2.000025542
6 118 3 100 79 2.000025595
11 125 3 100 86 2.000025597
4 118 3 100 3324 2.000025639
13 119 3 100 50 2.000025641
2 120 3 100 833 2.000025730
14 127 3 100 67 2.000025788
9 119 3 100 200 2.000025815
11 116 3 100 397 2.000025829
8 124 3 100 261 2.000025871
13 126 3 100 311 2.000025897
2 123 3 100 77 2.000025920
13 121 3 100 396 2.000025956
4 117 3 100 260 2.000025960
13 121 3 100 416 2.000026011
14 112 3 100 5152 2.000026019
10 117 3 100 59 2.000026110
3 123 3 100 343 2.000026185
12 123 3 100 485 2.000026191
15 124 3 100 236 2.000026261
0 120 3 100 89 2.000026288
14 125 3 100 316 2.000026326
7 114 3 100 1 2.000026328
5 124 3 100 292 2.000026346
7 126 3 100 287 2.000026351
14 124 3 100 374 2.000026361
11 112 3 100 618 2.000026374
14 124 3 100 664 2.000026387
14 120 3 100 108 2.000026426
12 113 3 100 711 2.000026478
2 122 3 100 272 2.000026520
12 114 3 100 34 2.000026669
2 112 3 100 35 2.000026710
7 117 3 100 23 2.000026803
1 120 3 100 319 2.000026856
1 116 3 100 116 2.000026949
14 123 3 100 61 2.000027010
7 127 3 100 1 2.000027071
1 121 3 100 297 2.000027105
7 116 3 100 81 2.000027108
11 123 3 100 204 2.000027115
9 123 3 100 100 2.000027147
15 123 3 100 5376 2.000027192
15 126 3 100 1 2.000027259
11 126 3 100 5981 2.000027407
12 120 3 100 518 2.000027492
4 119 3 100 281 2.000027560
12 122 3 100 271 2.000027574
15 116 3 100 622 2.000027615
5 116 3 100 1221 2.000027623
5 124 3 100 257 2.000027637
7 114 3 100 84 2.000027658
3 114 3 100 179 2.000027703
4 117 3 100 2 2.000027723
5 118 3 100 388 2.000027762
13 122 3 100 733 2.000027792
5 123 3 100 130 2.000027899
6 117 3 100 90 2.000027899
0 119 3 100 7142 2.000027984
10 118 3 100 283 2.000027993
12 122 3 100 2 2.000027994
11 122 3 100 336 2.000028046
14 113 3 100 6936 2.000028208
12 118 3 100 165 2.000028212
12 121 3 100 688 2.000028268
7 115 3 100 68 2.000028292
7 115 3 100 1470 2.000028378
3 117 3 100 73 2.000028440
3 121 3 100 160 2.000028445
4 127 3 100 2178 2.000028492
6 116 3 100 133 2.000028535
3 122 3 100 317 2.000028536
1 126 3 100 105 2.000028555
8 113 3 100 273 2.000028644
6 117 3 100 253 2.000028648
13 120 3 100 354 2.000028696
8 114 3 100 303 2.000028789
14 121 3 100 1501 2.000028804
5 116 3 100 140 2.000028930
13 112 3 100 126 2.000029009
8 117 3 100 218 2.000029023
9 116 3 100 1600 2.000029031
5 124 3 100 397 2.000029049
1 115 3 100 71 2.000029087
12 118 3 100 503 2.000029114
14 114 3 100 183 2.000029161
9 121 3 100 267 2.000029284
13 117 3 100 363 2.000029291
1 117 3 100 641 2.000029300
8 112 3 100 37720 2.000029341
12 114 3 100 585 2.000029402
8 115 3 100 1103 2.000029414
6 121 3 100 293 2.000029573
4 115 3 100 68 2.000029596
5 120 3 100 285 2.000029717
3 126 3 100 4489 2.000029811
4 114 3 100 2450 2.000029846
11 116 3 100 1266 2.000029998
12 119 3 100 155 2.000030028
2 114 3 100 132 2.000030050
1 126 3 100 449 2.000030082
6 126 3 100 95 2.000030122
1 113 3 100 5426 2.000030136
2 119 3 100 70 2.000030211
3 122 3 100 351 2.000030214
13 127 3 100 64 2.000030216
7 126 3 100 29687 2.000030219
8 121 3 100 270 2.000030258
11 125 3 100 318 2.000030270
7 113 3 100 87 2.000030278
4 124 3 100 412 2.000030321
5 126 3 100 409 2.000030349
1 122 3 100 41 2.000030379
11 120 3 100 509 2.000030398
7 127 3 100 64 2.000030417
3 117 3 100 2162 2.000030526
10 124 3 100 72 2.000030554
12 126 3 100 326 2.000030752
7 117 3 100 145 2.000030771
10 113 3 100 119 2.000030830
11 112 3 100 69 2.000030844
5 112 3 100 737 2.000030889
12 115 3 100 410 2.000030910
1 118 3 100 496 2.000030928
13 124 3 100 92 2.000030938
1 118 3 100 1 2.000030940
15 114 3 100 1202 2.000030963
4 121 3 100 152 2.000030973
6 113 3 100 164 2.000030998
11 117 3 100 247 2.000031037
0 121 3 100 67 2.000031124
5 119 3 100 102 2.000031181
4 120 3 100 1312 2.000031251
12 119 3 100 303 2.000031314
13 119 3 100 1103 2.000031317
4 117 3 100 136 2.000031327
10 112 3 100 87 2.000031406
11 121 3 100 109 2.000031495
2 114 3 100 329 2.000031576
7 123 3 100 168 2.000031576
8 124 3 100 193 2.000031608
1 122 3 100 153 2.000031618
9 125 3 100 290 2.000031647
10 123 3 100 327 2.000031682
3 120 3 100 1 2.000031775
15 123 3 100 314 2.000031832
12 124 3 100 380 2.000031909
1 123 3 100 68 2.000031941
13 121 3 100 24 2.000031955
2 113 3 100 261 2.000031993
14 124 3 100 8157 2.000032031
15 126 3 100 466 2.000032222
6 118 3 100 1 2.000032283
10 113 3 100 64 2.000032298
1 114 3 100 2 2.000032316
10 117 3 100 466 2.000032398
5 121 3 100 447 2.000032404
12 126 3 100 290 2.000032447
2 118 3 100 2 2.000032547
2 123 3 100 34 2.000032553
7 120 3 100 1121 2.000032580
14 125 3 100 8104 2.000032607
14 123 3 100 13 2.000032623
12 119 3 100 82 2.000032662
2 122 3 100 303 2.000032689
13 123 3 100 148 2.000032714
5 127 3 100 1747 2.000032794
4 120 3 100 311 2.000032797
3 126 3 100 148 2.000032839
13 114 3 100 352 2.000032931
8 120 3 100 272 2.000032979
15 122 3 100 33 2.000032982
8 124 3 100 407 2.000033002
10 112 3 100 6732 2.000033099
5 123 3 100 175 2.000033123
1 122 3 100 114 2.000033224
14 121 3 100 281 2.000033272
12 112 3 100 340 2.000033325
13 127 3 100 278 2.000033325
11 127 3 100 144 2.000033399
0 126 3 100 1347 2.000033456
9 125 3 100 128 2.000033459
14 126 3 100 470 2.000033874
12 127 3 100 72 2.000033971
5 118 3 100 377 2.000034187
13 122 3 100 337 2.000034367
1 114 3 100 129 2.000034385
11 115 3 100 32 2.000034439
0 126 3 100 224 2.000034462
11 126 3 100 83 2.000034486
0 121 3 100 1918 2.000034512
5 121 3 100 47 2.000034654
7 116 3 100 79 2.000034667
10 120 3 100 1809 2.000034674
13 125 3 100 303 2.000034737
6 115 3 100 552 2.000034815
13 117 3 100 135 2.000034852
14 126 3 100 134 2.000034858
6 126 3 100 350 2.000034859
7 124 3 100 257 2.000034904
10 122 3 100 205 2.000034937
7 119 3 100 109 2.000034973
8 112 3 100 3387 2.000035032
6 115 3 100 501 2.000035038
3 117 3 100 339 2.000035049
4 127 3 100 193 2.000035080
6 127 3 100 253 2.000035097
2 124 3 100 15 2.000035100
11 117 3 100 147 2.000035171
10 126 3 100 359 2.000035216
14 113 3 100 105 2.000035301
9 115 3 100 133 2.000035316
7 113 3 100 122 2.000035440
2 114 3 100 201 2.000035442
0 117 3 100 65 2.000035449
0 121 3 100 140 2.000035491
8 117 3 100 1045 2.000035493
5 118 3 100 1 2.000035496
7 123 3 100 2314 2.000035516
13 121 3 100 308 2.000035557
8 114 3 100 293 2.000035613
12 122 3 100 373 2.000035622
5 116 3 100 301 2.000035656
12 125 3 100 43 2.000035683
8 127 3 100 1 2.000035708
8 121 3 100 261 2.000035818
0 118 3 100 579 2.000035835
11 126 3 100 99 2.000035837
14 125 3 100 7995 2.000035870
0 113 3 100 360 2.000035876
9 124 3 100 644 2.000035932
4 117 3 100 189 2.000035949
1 123 3 100 3788 2.000036048
11 115 3 100 289 2.000036100
10 122 3 100 7521 2.000036150
1 113 3 100 17 2.000036176
11 123 3 100 384 2.000036189
10 112 3 100 699 2.000036229
1 127 3 100 264 2.000036289
7 120 3 100 87 2.000036295
12 125 3 100 267 2.000036330
7 120 3 100 268 2.000036398
9 119 3 100 79 2.000036400
7 125 3 100 494 2.000036440
12 124 3 100 393 2.000036454
10 121 3 100 9306 2.000036458
4 118 3 100 456 2.000036501
12 118 3 100 37 2.000036502
0 126 3 100 599 2.000036509
8 126 3 100 105 2.000036633
10 115 3 100 123 2.000036642
5 115 3 100 470 2.000036680
5 126 3 100 39 2.000036718
15 123 3 100 333 2.000036750
5 115 3 100 140 2.000036755
3 124 3 100 1 2.000036773
13 120 3 100 136 2.000036776
9 124 3 100 270 2.000036790
3 113 3 100 272 2.000036863
3 123 3 100 484 2.000036876
14 126 3 100 286 2.000036892
3 125 3 100 603 2.000036919
9 114 3 100 2 2.000036962
10 117 3 100 49 2.000037059
8 126 3 100 265 2.000037079
0 115 3 100 82 2.000037116
4 117 3 100 82777 2.000037191
7 123 3 100 77 2.000037283
4 117 3 100 276 2.000037287
13 126 3 100 2389 2.000037298
8 117 3 100 342 2.000037311
15 115 3 100 78 2.000037389
0 118 3 100 546 2.000037478
2 123 3 100 164 2.000037485
6 116 3 100 863 2.000037493
15 116 3 100 179 2.000037545
2 116 3 100 1886 2.000037579
13 125 3 100 351 2.000037718
14 118 3 100 366 2.000037783
10 113 3 100 191 2.000037919
15 121 3 100 205 2.000037923
3 127 3 100 203 2.000037984
9 125 3 100 1 2.000038098
11 115 3 100 256 2.000038121
4 127 3 100 399 2.000038200
5 122 3 100 1505 2.000038285
3 120 3 100 258 2.000038351
9 121 3 100 155587 2.000038375
5 120 3 100 123 2.000038382
5 114 3 100 140 2.000038409
10 123 3 100 95 2.000038419
12 113 3 100 138 2.000038447
10 114 3 100 1170 2.000038487
0 121 3 100 340 2.000038591
4 113 3 100 446 2.000038620
4 116 3 100 84 2.000038673
2 112 3 100 262 2.000038674
1 119 3 100 339 2.000038728
12 112 3 100 13212 2.000038790
15 123 3 100 53 2.000038796
8 114 3 100 188 2.000038859
14 112 3 100 33 2.000038865
14 121 3 100 1157 2.000038900
3 116 3 100 357 2.000038916
9 117 3 100 47 2.000038929
5 122 3 100 9027 2.000038986
2 120 3 100 673 2.000039007
12 119 3 100 22 2.000039037
14 113 3 100 305 2.000039046
9 127 3 100 1091 2.000039074
5 120 3 100 141 2.000039154
13 112 3 100 68 2.000039187
10 125 3 100 309 2.000039224
2 120 3 100 86 2.000039225
1 118 3 100 285 2.000039231
12 122 3 100 73 2.000039249
9 123 3 100 68 2.000039289
5 121 3 100 5 2.000039310
5 116 3 100 882 2.000039348
14 125 3 100 266 2.000039348
9 121 3 100 574 2.000039361
2 125 3 100 151 2.000039414
4 126 3 100 355 2.000039441
8 119 3 100 224 2.000039495
12 119 3 100 127 2.000039558
14 113 3 100 347 2.000039565
8 117 3 100 326 2.000039699
12 118 3 100 674 2.000039744
3 115 3 100 180 2.000039899
6 127 3 100 861 2.000039924
13 120 3 100 390 2.000039965
8 120 3 100 7599 2.000040011
5 124 3 100 701 2.000040033
11 127 3 100 198 2.000040121
2 127 3 100 92 2.000040126
6 126 3 100 311 2.000040141
0 117 3 100 4518 2.000040242
15 112 3 100 149 2.000040244
11 121 3 100 68 2.000040273
14 126 3 100 380 2.000040428
12 124 3 100 51 2.000040479
11 123 3 100 576 2.000040512
3 117 3 100 258 2.000040516
14 116 3 100 10247 2.000040577
9 123 3 100 11107 2.000040656
15 117 3 100 2 2.000040656
0 112 3 100 628 2.000040718
13 122 3 100 313 2.000040722
13 127 3 100 1 2.000040899
3 125 3 100 646 2.000040914
1 118 3 100 83 2.000040958
11 125 3 100 283 2.000040976
2 114 3 100 1 2.000041005
6 114 3 100 470 2.000041037
10 117 3 100 7618 2.000041040
12 118 3 100 103 2.000041052
11 114 3 100 66 2.000041136
5 122 3 100 702 2.000041182
2 122 3 100 180 2.000041199
1 115 3 100 131 2.000041205
3 118 3 100 32 2.000041234
5 127 3 100 6050 2.000041242
5 121 3 100 1 2.000041261
10 114 3 100 640 2.000041305
8 112 3 100 60 2.000041321
5 124 3 100 309 2.000041350
13 123 3 100 1048 2.000041430
6 113 3 100 303 2.000041450
14 126 3 100 506 2.000041454
15 124 3 100 1 2.000041607
6 118 3 100 57 2.000041744
0 114 3 100 124 2.000041894
6 122 3 100 401 2.000041911
12 125 3 100 274 2.000042129
12 115 3 100 456 2.000042143
6 117 3 100 140 2.000042146
6 127 3 100 7955 2.000042218
6 112 3 100 375 2.000042250
10 112 3 100 24 2.000042331
10 114 3 100 273 2.000042375
5 126 3 100 1 2.000042418
14 119 3 100 128 2.000042479
15 127 3 100 46976 2.000042490
8 115 3 100 311 2.000042495
15 121 3 100 1 2.000042505
2 116 3 100 276 2.000042532
12 120 3 100 8335 2.000042532
11 125 3 100 410 2.000042609
6 112 3 100 245 2.000042630
14 115 3 100 68 2.000042719
9 120 3 100 14312 2.000042789
6 119 3 100 274 2.000042804
11 113 3 100 187 2.000042846
